# ticker stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue dividendYielTTM dividendYielPercentageTTM peRatioTTM pegRatioTTM payoutRatioTTM currentRatioTTM quickRatioTTM cashRatioTTM daysOfSalesOutstandingTTM daysOfInventoryOutstandingTTM operatingCycleTTM daysOfPayablesOutstandingTTM cashConversionCycleTTM grossProfitMarginTTM operatingProfitMarginTTM pretaxProfitMarginTTM netProfitMarginTTM effectiveTaxRateTTM returnOnAssetsTTM returnOnEquityTTM returnOnCapitalEmployedTTM netIncomePerEBTTTM ebtPerEbitTTM ebitPerRevenueTTM debtRatioTTM debtEquityRatioTTM longTermDebtToCapitalizationTTM totalDebtToCapitalizationTTM interestCoverageTTM cashFlowToDebtRatioTTM companyEquityMultiplierTTM receivablesTurnoverTTM payablesTurnoverTTM inventoryTurnoverTTM fixedAssetTurnoverTTM assetTurnoverTTM operatingCashFlowPerShareTTM freeCashFlowPerShareTTM cashPerShareTTM operatingCashFlowSalesRatioTTM freeCashFlowOperatingCashFlowRatioTTM cashFlowCoverageRatiosTTM shortTermCoverageRatiosTTM capitalExpenditureCoverageRatioTTM dividendPaidAndCapexCoverageRatioTTM priceBookValueRatioTTM priceToBookRatioTTM priceToSalesRatioTTM priceEarningsRatioTTM priceToFreeCashFlowsRatioTTM priceToOperatingCashFlowsRatioTTM priceCashFlowRatioTTM priceEarningsToGrowthRatioTTM priceSalesRatioTTM dividendYieldTTM enterpriseValueMultipleTTM priceFairValueTTM tag_id
ANDE 23.000000 33314583.000000 766235409.000000 29123000.000000 1395718000.000000 2132830409.000000 0.023641 2.364066 16.248560 -0.280704 0.384127 1.270460 0.383250 0.018452 28.405956 55.438247 62.442456 23.059983 19.015677 0.051663 0.007839 0.005239 0.006727 -0.064745 0.014175 0.063260 0.030011 1.283837 0.668341 0.007839 0.722844 3.135396 0.479648 0.655522 1.442680 -0.155850 4.337583 12.849418 15.828286 6.583902 6.015414 2.107245 -8.790195 -11.557430 1.066440 -0.032447 1.314809 -0.155850 -0.302265 3.176526 3.176526 0.999014 0.999014 0.109297 16.248560 -2.561988 -3.368526 -3.368526 -0.280704 0.109297 0.023641 10.854258 0.999014 788
ANDR 0.040000 68104957.000000 2724198.280000 362730.000000 2398171.000000 4759639.280000 None None -9.519799 0.095313 None 1.716434 1.215856 0.808334 103.811807 299.151508 324.748940 1097.281131 -919.705938 0.781302 -0.559149 -0.611867 -0.611960 -0.000150 -0.325209 0.266776 -0.472323 1.000152 1.094282 -0.559149 2.476828 -1.677127 -0.005616 3.922740 -23.163111 -0.187035 -0.677127 3.515978 0.332640 1.220118 36.274774 0.531423 -0.006586 -0.006674 0.005326 -0.697611 1.013352 -0.187035 -0.187817 74.894473 None -2.096335 -2.096335 5.825731 -9.519799 -8.240944 -8.350978 -8.350978 0.095313 5.825731 None -19.106699 -2.096335 789
ANET 307.559998 75984000.000000 23369638888.032001 893219000.000000 171190000.000000 22647609888.032001 None None 37.819359 -1.463388 None 5.089297 4.333113 1.072221 56.404367 197.456966 211.364892 55.940991 49.151395 0.637237 0.307189 0.318804 0.274768 0.138129 0.138236 0.209895 0.184144 0.861871 1.037811 0.307189 0.294743 0.417923 None None None None 1.417923 6.471130 6.524732 1.848504 23.355072 0.503102 10.417818 10.190142 39.677955 0.322879 0.978146 None None -35.250854 None 7.412920 7.412920 10.391562 37.819359 32.903181 32.184101 32.184101 -1.463388 10.391562 None 30.797329 7.412920 791
ANF 27.150000 65778000.000000 1785872700.000000 1104862000.000000 343910000.000000 1024920700.000000 None None -20.378987 0.052294 None 1.731948 1.239025 1.151619 9.793294 119.495912 121.910697 85.586888 -46.328849 0.605111 -0.002114 -0.015596 -0.036482 -1.235275 -0.034396 -0.134859 -0.002804 2.339228 7.378595 -0.002114 0.713623 2.525645 0.268567 None -0.832409 None 3.539187 37.270401 4.264672 3.054498 2.163530 0.942828 6.470302 4.841853 17.654911 0.129558 0.748319 None None -3.973290 None 2.480849 2.480849 0.743471 -20.378987 7.668552 5.738526 5.738526 0.052294 0.743471 None 12.953039 2.480849 792
ANG.L 75.000000 64621993.000000 4846649475.000000 14996000.000000 0.000000 4831653475.000000 None None -4089.437572 14.433368 None 3.499815 1.851587 1.851587 0.000000 124.465588 124.465588 32.779296 -2.089151 0.311765 -0.023091 -0.027829 -0.024633 0.114865 -0.025425 -0.044533 -0.028278 0.885135 1.205212 -0.023091 0.357244 0.555800 None None -3.778462 None 1.555800 None 11.135078 2.932537 3.141414 1.032140 -0.014747 -0.060784 0.232057 -0.017920 4.121721 None None 0.320336 None 161.759865 161.759865 100.734533 -4089.437572 -1363.839924 -5621.367492 -5621.367492 14.433368 100.734533 None 8106.475295 161.759865 793
ANGI 13.980000 447200000.000000 6251856000.000000 812705000.000000 726027000.000000 6165178000.000000 None None 1477.338472 -12.515621 None 3.671329 3.371972 3.141845 13.745729 0.000000 3.389358 66.363808 -52.618079 0.871713 0.006641 -0.005594 0.003048 1.832505 0.002001 0.003640 0.004886 -0.544831 -0.842284 0.006641 0.463873 0.872887 0.365966 None 0.541925 None 1.881736 26.553703 5.499986 None 13.562689 0.656635 0.293342 0.178283 1.541607 0.097835 0.607766 None None -2.549496 None 5.563331 5.563331 4.502483 1477.338472 75.722166 46.021325 46.021325 -12.515621 4.502483 None 101.273399 5.563331 794
ANGO 10.170000 37961000.000000 386063370.000000 54435000.000000 40000000.000000 371628370.000000 None None -5.231961 0.014277 None 2.898301 1.743871 1.083831 44.430881 139.940463 150.896023 48.736152 30.200596 0.530936 -0.070022 -0.627604 -0.620723 0.010964 -0.290508 -0.371914 -0.035867 0.989036 8.962947 -0.070022 0.218652 0.279839 0.061864 None -20.945115 None 1.279839 8.215007 7.489307 2.608252 9.136018 0.468016 0.411564 0.253816 1.421165 0.057886 0.616711 None None -2.608998 None 1.945264 1.945264 3.247598 -5.231961 90.971467 56.103108 56.103108 0.014277 3.247598 None 131.054132 1.945264 796
ANGS.L 0.700000 466441729.000000 326509210.300000 1852000.000000 1377000.000000 326034210.300000 None None -88.503928 1.768123 None 1.653898 1.244624 1.244624 0.000000 0.000000 0.000000 1620.988593 -1620.988593 -0.579580 -22.306306 -26.905405 -26.905405 0.000000 -0.262035 -0.379680 -0.237955 1.000000 1.206179 -22.306306 0.340723 0.516813 0.104766 0.108871 -38.092308 0.000000 1.516813 None 0.225171 None 0.011376 0.009739 0.000000 0.000000 0.003970 0.000000 None 0.000000 0.000000 None None 35.176601 35.176601 2381.234052 -88.503928 None None None 1.768123 2381.234052 None -107.791894 35.176601 798
ANIC.L 5.000000 92152415.000000 460762075.000000 2789097.000000 16740656.000000 474713634.000000 None None -2413.005997 15.791924 None 262.236242 262.038010 22.312272 None None None None None None None None None 0.000000 -0.009150 -0.017363 -0.007390 1.000000 1.242811 None 0.057860 0.061414 None None None None 1.061414 None 0.000000 None None 0.000000 -0.007980 -0.007980 1.269072 None 1.000000 None None None None 23.434095 23.434095 None -2413.005997 -3513.856652 -3513.856652 -3513.856652 15.791924 None None -4288.528383 23.434095 799
ANII.L 383.000000 58978796.000000 22588878868.000000 8578000.000000 0.000000 22580300868.000000 0.001901 0.190114 -437.101568 1.128856 -0.830992 None None None -2.805716 None None None None 0.000000 0.000000 1.010861 0.979479 0.031045 -0.212832 -0.238119 None 0.968955 None 0.000000 0.090871 0.099953 None None 0.000000 None 1.099953 -130.091562 None None None -0.217291 0.000000 0.024076 0.066939 0.000000 None None None None None 102.327883 102.327883 -428.131639 -437.101568 21847.075138 None None 1.128856 -428.131639 0.001901 None 102.327883 800
ANIK 37.009998 14205000.000000 525727021.590000 95817000.000000 1600000.000000 431510021.590000 None None -22.672344 0.120877 None 3.693058 2.578247 2.013902 74.801974 257.511602 275.955925 52.342648 85.955338 0.531905 -0.144922 -0.268894 -0.208246 0.225548 -0.074360 -0.096036 -0.059458 0.774452 1.855436 -0.144922 0.236291 0.309399 None None None None 1.309399 4.879550 6.973281 1.417412 1.810233 0.357076 0.668549 0.576379 6.595482 0.074131 0.862134 None None -7.253404 None 2.207525 2.207525 4.721419 -22.672344 73.875038 63.690160 63.690160 0.120877 4.721419 None -113.809469 2.207525 801
ANIP 28.540001 11964000.000000 341452571.964000 7864000.000000 185686000.000000 519274571.964000 None None -26.539165 0.056632 None 2.208559 1.412974 0.302931 157.276172 256.314362 295.094788 58.891525 161.585448 0.599769 -0.021963 -0.075142 -0.072464 0.035638 -0.033311 -0.078645 -0.012289 0.964362 3.421311 -0.021963 0.560817 1.276955 0.453411 0.473796 -0.474276 0.186591 2.276955 2.320758 6.197836 1.424033 5.230260 0.459686 2.851133 1.892036 2.088720 0.160513 0.663608 0.186591 2.370481 -2.972726 None 2.012923 2.012923 1.923144 -26.539165 18.054625 11.981202 11.981202 0.056632 1.923144 None 14.328375 2.012923 803
ANIX 2.640000 22229042.000000 58684670.880000 6417061.000000 0.000000 52267609.880000 None None -12.936567 0.561289 None 9.547240 9.166168 7.855111 0.000000 0.000000 0.000000 485.225635 -485.225635 0.248777 -14.339932 -14.589749 -14.478362 0.000000 -0.508077 -0.818404 -0.561913 0.992365 1.017421 -14.339932 0.104454 0.112168 None None None None 1.073854 None 0.752227 None 12.744952 0.035092 0.091555 0.091555 0.603619 4.138320 1.000000 None 1.060445 -134.167323 None 7.058200 7.058200 187.300294 -12.936567 45.260005 45.259983 45.259983 0.561289 187.300294 None -11.739072 7.058200 804
ANNX 22.000000 11452244.000000 251949368.000000 268565000.000000 0.000000 -16615632.000000 None None -13.286447 -0.131097 None 33.328093 33.064301 25.283845 None None None None None None None None None 0.000000 -0.178151 -0.295359 -0.183796 1.000000 0.999102 None 0.032780 0.033891 None None None None 1.033891 0.000000 0.000000 None 0.000000 0.000000 -1.391256 -1.403416 9.204086 None 1.008740 None None 118.497768 None 2.447209 2.447209 None -13.286447 -15.733043 -15.870556 -15.870556 -0.131097 None None -9.139123 2.447209 805
ANSS 354.369995 84259000.000000 29858861408.705002 912672000.000000 873118000.000000 29819307408.705002 None None 63.007434 -16.039429 None 2.661582 2.528553 1.582296 123.795769 0.000000 30.524984 26.107582 97.688187 0.863613 0.294506 0.292160 0.264565 0.094452 0.079103 0.120813 0.098634 0.905548 0.992034 0.294506 0.293237 0.414901 0.161761 0.162561 48.094724 0.715363 1.414901 2.948404 13.980613 None 7.948831 0.298991 6.577792 6.192713 11.380783 0.328251 0.941458 0.715363 121.801408 -17.081638 None 7.051937 7.051937 16.669566 63.007434 53.940820 50.782995 50.782995 -16.039429 16.669566 None 46.098082 7.051937 809
ANTE 1.060000 12565318.000000 13319237.080000 958000.000000 2730000.000000 15091237.080000 None None -0.878080 0.013466 None 0.341299 0.113073 0.013358 102.139846 0.000000 25.185168 255.924578 -153.784732 -0.269380 -1.501703 -1.347258 -2.515361 -0.014575 -1.102168 -3.140224 2.865095 1.867023 0.897153 -1.501703 1.256055 7.542077 0.134357 0.266388 16.723246 3.584124 6.004574 3.573532 1.426201 None 3.055523 0.438175 0.826405 -1.842998 0.062627 0.494653 -2.230140 3.584124 6.259795 -0.309584 None 5.811180 5.811180 2.208689 -0.878080 -2.002172 4.465124 4.465124 0.013466 2.208689 None -0.916358 5.811180 810
ANTM 296.980011 250795.000000 74481101.858745 5741000000.000000 20035000000.000000 14368481101.858746 0.010114 1.011437 20.446167 -4.182330 0.206800 1.568247 1.433192 0.268382 35.995980 0.000000 8.875721 720444.451293 -720408.455313 0.505276 0.000050 0.050750 0.037824 0.254387 0.049267 0.139233 0.000102 0.745296 1013.883552 0.000050 0.645517 1.824506 0.399631 0.406993 0.007977 0.459585 2.826426 10.140021 0.000507 None 35.276252 1.302541 43.594593 39.426202 153.144480 0.085677 0.904383 0.459585 15.254286 -14.938340 -14.938340 2.847110 2.847110 0.773349 20.446167 9.980660 9.026337 9.026337 -4.182330 0.773349 0.010114 182.529333 2.847110 811
ANTO.L 1430.000000 985856695.000000 1409775073850.000000 1246800000.000000 648400000.000000 1409176673850.000000 0.026070 2.606963 2925.942181 3192.562122 76.278225 3.280618 2.259211 0.766931 0.000000 73.852286 73.852286 100.779026 -82.568873 0.402994 0.282943 0.270057 0.104343 0.366394 0.030834 0.068535 0.092686 0.386374 0.954459 0.282943 0.392862 0.841638 None None 10.523403 None 2.142324 None 3.621785 4.942298 0.498041 0.295505 1.922998 0.880934 3.725491 0.386374 0.458105 None 2.923812 -1.845375 -1.845375 193.276553 193.276553 305.301835 2925.942181 1724.873195 790.172617 790.172617 3192.562122 305.301835 0.026070 661.356733 193.276553 812
ANVS 9.980000 6860850.000000 68471283.000000 8074658.000000 0.000000 60396625.000000 None None -0.180942 0.734611 None 3.735847 3.509033 3.509033 None None None None None None None None None 0.000000 -169.920411 -132.803036 -232.035315 1.000000 0.999974 None 0.267677 0.365518 None None 96.771286 None 1.365518 None 0.000000 None None 0.000000 -0.791155 -0.791155 0.809581 None 1.000000 None None None None 41.983731 41.983731 None -0.180942 -33.495325 -33.495325 -33.495325 0.734611 None None -0.175418 41.983731 813
ANW.L 445.000000 16540884.000000 7360693380.000000 189000.000000 0.000000 7360504380.000000 0.045024 4.502370 -412.130427 3.993274 -18.555635 None None None -11.088722 None None None None 0.000000 0.000000 1.025234 1.050096 -0.024250 -0.184388 -0.185247 None 1.024250 None 0.000000 0.111513 0.125509 None None 0.000000 None 1.125509 -32.916327 None None None -0.175592 0.151564 0.151564 0.011426 -0.155434 1.000000 None None None None 85.529739 85.529739 -432.776555 -412.130427 2784.305165 2784.305165 2784.305165 3.993274 -432.776555 0.045024 None 85.529739 814
ANX.L 131.000000 110000000.000000 14410000000.000000 8220000.000000 34975000.000000 14436755000.000000 0.007704 0.770416 873.686304 -27.530657 6.731019 3.188686 0.167386 0.167386 0.000000 0.000000 0.000000 219.310334 -219.310334 0.783324 0.310114 0.278929 0.223840 0.197503 0.094901 0.168069 0.183930 0.802497 0.899441 0.310114 0.358679 0.559282 0.032256 0.240522 11.767672 -0.073681 1.559282 None 1.664308 None 4.781815 0.423967 -0.023427 -0.053961 0.074727 -0.035297 2.303357 -0.073681 -0.082348 0.767250 0.767250 129.285210 129.285210 195.565600 873.686304 -2405.424757 -5540.551028 -5540.551028 -27.530657 195.565600 0.007704 511.413786 129.285210 815
ANY 2.110000 2692510.000000 5681196.100000 461000.000000 672000.000000 5892196.100000 None None -1.872589 -0.053516 None 0.360034 0.124892 0.079414 19.876238 78.364756 83.265746 277.506733 -238.307679 0.463903 -1.171411 -1.191213 -1.192038 -0.000693 -0.488380 -1.875538 -0.942104 1.000693 1.016904 -1.171411 0.576692 1.362348 0.118289 None -9.309836 None 2.362348 18.363636 1.315283 4.657706 None 0.409702 -0.371564 -0.371564 0.066340 -0.532591 1.000000 None None None None 2.160450 2.160450 2.232197 -1.872589 -4.191206 -4.191206 -4.191206 -0.053516 2.232197 None -2.343393 2.160450 816
AO.L 57.200001 472462309.000000 27024844547.262310 6900000.000000 16700000.000000 27034644547.262310 None None 70647.011146 -641.912650 None 0.849285 0.210656 0.210656 0.000000 39.195760 39.195760 154.385874 -144.721166 0.170426 -0.003632 0.001434 0.001625 0.066667 0.002907 0.020059 -0.021194 1.133333 -0.394737 -0.003632 0.837695 5.102083 None None -0.826087 None 6.090625 None 2.364206 9.312232 10.774459 1.789294 0.029844 0.012911 0.180755 0.013477 0.432624 None None -1.762500 None 1251.040822 1251.040822 114.796329 70647.011146 19688.511303 8517.724748 8517.724748 -641.912650 114.796329 None 6937.255431 1251.040822 819
AOF.DE 186.500000 7953316.000000 1483293434.000000 23408265.000000 0.000000 1459885169.000000 0.017784 1.778382 108.722919 3.505489 1.933508 2.297819 1.700682 0.773073 0.000000 0.108114 0.108114 8.191648 -8.164990 0.710748 0.264787 0.267482 0.182630 0.317864 0.209573 0.606953 0.437460 0.682773 1.010177 0.264787 0.604091 1.521242 None None 67.792968 None 2.518234 None 44.557579 3376.073553 4.662674 1.147533 1.005014 0.919557 3.775028 0.120505 0.914969 None 0.488101 -11.760413 -11.760464 57.379044 57.379044 19.856023 108.722919 180.086811 164.773845 164.773845 3.505489 19.856023 0.017784 72.787661 57.379044 820
AON 203.100006 229200000.000000 46550521375.200005 884000000.000000 7729000000.000000 53395521375.200005 0.007353 0.735294 17.608559 0.617305 0.129475 1.123759 0.271295 0.048862 76.276627 0.000000 18.807935 177.167561 -100.890934 0.803722 0.269956 0.241515 0.191948 0.185849 0.101943 0.880655 0.300482 0.794766 0.894646 0.269956 0.864460 6.529108 0.630305 None 9.189243 None 7.552817 4.785214 2.060197 None 11.146771 0.531096 13.236460 12.747688 4.372523 0.175913 0.963074 None None -27.081081 -27.081082 13.557763 13.557763 3.379920 17.608559 19.950284 19.213597 19.213597 0.617305 3.379920 0.007353 12.526258 13.557763 823
AOS 54.299999 162371408.000000 8816767292.028591 573100000.000000 113200000.000000 8356867292.028591 0.014821 1.482127 28.503371 -4.367183 0.422456 1.863653 1.435235 0.691903 64.442261 61.051281 76.941153 106.839741 -27.343740 0.382275 0.166579 0.165918 0.129121 0.221780 0.125821 0.220148 0.222090 0.778220 0.996034 0.166579 0.404854 0.680260 0.051114 0.054413 82.672131 5.755639 1.680260 5.663985 3.416332 5.978581 5.190125 0.974443 3.782579 3.405185 4.110559 0.202286 0.900229 5.755639 90.058824 -10.022913 -10.022913 6.025942 6.025942 3.680375 28.503371 20.210353 18.193938 18.193938 -4.367183 3.680375 0.014821 18.279711 6.025942 826
AOSL 10.700000 24840000.000000 265788000.000000 158536000.000000 129889000.000000 237141000.000000 None None 20.552482 -0.045762 None 1.804281 1.073751 0.906553 21.483285 123.435705 128.732953 69.631314 -17.711827 0.287210 0.067088 0.062149 0.063908 0.082298 0.043999 0.120244 0.060962 1.028306 0.926385 0.067088 0.443295 1.122582 0.208339 0.279804 13.584258 0.930435 2.532360 16.989953 5.241895 2.957005 1.312198 0.688465 4.822502 2.746349 7.422649 0.207340 0.569486 0.930435 2.883919 -2.479361 None 2.289965 2.289965 1.313473 20.552482 11.123860 6.334886 6.334886 -0.045762 1.313473 None 8.019197 2.289965 827
AOX.DE 14.200000 177524000.000000 2520840800.000000 460960000.000000 1695674000.000000 3755554800.000000 0.073306 7.330567 15.190331 -0.214023 1.113537 6.162493 5.899549 5.899549 0.000000 0.000000 0.000000 37.853833 -37.853833 0.726339 0.621230 0.774289 0.776191 -0.002457 0.032355 0.051824 0.026288 1.002457 1.246381 0.621230 0.362637 0.568965 0.342366 0.344415 None 0.061655 1.568965 None 9.642353 None 11.775173 0.041684 0.607394 0.606170 2.589284 0.495265 0.997985 0.061655 6.814717 -2.391557 -2.391557 0.771119 0.771119 11.790597 15.190331 23.854696 23.806637 23.806637 -0.214023 11.790597 0.073306 28.289283 0.771119 829
AP 6.480000 13343000.000000 86462640.000000 16842000.000000 25481000.000000 95101640.000000 None None 70.870230 -0.502082 None 1.561777 0.874599 0.153192 96.739109 107.668473 131.521951 49.469567 73.817933 0.207659 0.009199 0.012124 0.005570 0.385874 0.003833 0.025063 0.008471 0.459449 1.318018 0.009199 0.812255 4.793106 0.215267 0.313622 0.786449 0.635656 5.900985 3.773035 7.378274 3.390036 1.999587 0.688065 1.244675 0.896925 0.979289 0.071534 0.720610 0.635656 1.590579 -3.579230 None 1.602908 1.602908 0.394779 70.870230 7.658497 5.518792 5.518792 -0.502082 0.394779 None 6.833504 1.602908 831
APA 14.280000 378000000.000000 5397840000.000000 262000000.000000 8772000000.000000 13907840000.000000 0.004866 0.486618 91.387059 2.643776 0.444706 1.752616 1.202541 0.402093 78.781741 50.476584 69.902219 52.688705 38.539317 0.268440 0.126763 0.069730 0.017130 0.514451 0.006475 -0.055079 0.053355 0.245665 0.550079 0.126763 1.019883 -10.642289 1.168746 1.168701 1.452656 0.178657 -10.434817 4.633053 6.927481 7.231076 0.569167 0.378000 4.119048 1.402116 1.423280 0.313785 0.340398 0.178657 778.500000 -1.516066 -1.516066 -6.174801 -6.174801 1.565478 91.387059 14.656415 4.989017 4.989017 2.643776 1.565478 0.004866 11.473033 -6.174801 832
APAM.AS 35.650002 79836000.000000 2846153559.672000 358000000.000000 372000000.000000 2860153559.672000 0.038623 3.862282 13.816956 0.683265 0.533650 3.208995 0.970899 0.970899 0.000000 None None None None 0.000000 0.081290 0.094616 0.069829 0.261972 0.079274 0.121507 0.104202 0.738028 1.163934 0.081290 0.320424 0.472346 None None 27.727273 None 1.474130 None None None 2.496341 1.135250 4.330684 2.953877 4.593529 0.092217 0.682081 None None -3.145455 -3.145455 1.614649 1.614649 0.964830 13.816956 15.339163 10.462550 10.462550 0.683265 0.964830 0.038623 7.261255 1.614649 833
APAM 48.400002 57000000.000000 2758800114.000000 198821000.000000 579284000.000000 3139263114.000000 0.071941 7.194103 11.708012 0.326800 0.842286 0.749976 0.720637 0.509360 43.100258 0.000000 10.627461 95.866350 -52.766092 0.523433 0.414391 0.448082 0.258323 0.164908 0.198507 1.618595 0.558155 0.576508 1.081303 0.414391 0.840402 5.880326 0.520483 None 37.872362 None 6.997043 8.468627 3.807384 None 8.492663 0.768444 6.660239 6.591704 4.788705 0.395942 0.989710 None None -97.180214 -97.180302 16.261959 16.261959 3.024446 11.708012 7.718035 7.638615 7.638615 0.326800 3.024446 0.071941 6.986769 16.261959 834
APC.DE 93.709999 18471336000.000000 1730948878088.663818 38016000000.000000 151594000000.000000 1844526878088.663818 0.008068 0.806763 22.722606 5.881465 0.183318 1.141749 0.966960 0.361574 37.055678 9.737438 18.874455 74.867633 -35.410943 0.398813 0.273206 0.275434 0.234510 0.148581 0.226336 1.118016 0.385240 0.851419 1.008155 0.273206 0.794820 3.873775 0.610966 0.637476 45.151346 0.818702 4.873775 9.850042 4.875271 37.484192 8.605210 0.965144 5.944498 5.400252 4.168329 0.306052 0.908446 0.818702 7.659079 -10.922461 -10.922461 25.065552 25.065552 5.328681 22.722606 19.165771 17.411059 17.411059 5.881465 5.328681 0.008068 18.204406 25.065552 836
APD 276.239990 221200000.000000 61104285787.999992 5253000000.000000 7907800000.000000 63759085787.999992 0.018448 1.844796 35.112874 5.195405 0.647761 2.905349 2.694207 1.917644 76.211606 24.972493 43.764396 118.519231 -36.150024 0.320993 0.234645 0.253744 0.203876 0.189338 0.072190 0.153688 0.093918 0.803472 1.081393 0.234645 0.497884 1.023408 0.358626 0.386115 15.082582 0.451402 2.055515 4.789297 3.079669 14.616082 0.733472 0.354086 16.305054 3.641697 27.958032 0.390089 0.223348 0.451402 4.066629 -1.287578 -1.287578 5.210287 5.210287 7.158667 35.112874 82.164996 18.351365 18.351365 5.195405 7.158667 0.018448 19.992780 5.210287 837
APDN 7.710000 3919072.000000 30216045.120000 7786743.000000 2345903.000000 24775205.120000 None None -2.719282 -0.059315 None 8.177525 7.564067 6.537631 158.557823 289.497237 328.593686 715.196041 -485.255338 0.819506 -2.029885 -2.428647 -2.428571 0.000000 -0.588187 -1.258443 -0.547774 0.999969 1.196446 -2.029885 0.104015 0.116090 None None -207.489663 None 1.116090 2.301999 0.510350 1.260807 2.077574 0.242195 -3.219772 -3.675633 2.551499 -3.491507 1.141582 None None 7.934845 None 1.785126 1.785126 6.603969 -2.719282 -1.656857 -1.891438 -1.891438 -0.059315 6.603969 None -1.975580 1.785126 838
APEI 28.780001 14876000.000000 428131294.876000 227686000.000000 29000.000000 200474294.876000 None None 18.589504 0.178525 None 6.804437 6.620281 6.354050 14.614787 0.000000 3.603646 7.812894 6.801892 0.626910 0.099473 0.098910 0.073006 0.261557 0.052912 0.075457 0.080914 0.738112 0.994340 0.099473 0.135050 0.156136 None None None None 1.156136 24.974706 46.717643 None 4.359361 0.724764 2.745913 2.463081 19.790019 0.132597 0.896999 None None -9.708615 None 1.137195 1.137195 1.357154 18.589504 11.410508 10.235210 10.235210 0.178525 1.357154 None 2.950125 1.137195 839
APEN 4.170000 22756167.000000 94893216.390000 36235000.000000 57215000.000000 115873216.390000 None None -10.821387 0.623584 None 4.437634 3.268996 2.517666 76.437803 182.647212 201.494890 79.252195 42.221907 0.533605 -0.284883 -0.371744 -0.375241 -0.009406 -0.229185 -7.307046 -0.209696 1.009406 1.304902 -0.284883 0.963627 26.493125 0.954430 0.955272 -2.402127 -0.328119 27.493125 4.775124 4.605551 1.998388 7.718996 0.610767 -0.716859 -0.740009 1.205408 -0.417332 1.032294 -0.328119 -16.958633 30.965517 None 68.185594 68.185594 4.060624 -10.821387 -9.425563 -9.729952 -9.729952 0.623584 4.060624 None -22.759455 68.185594 841
APEX 5.600000 541200.000000 3030720.000000 1209000.000000 0.000000 1821720.000000 None None -0.105976 -0.000042 None 0.230635 0.211161 0.023835 260.267057 None None None None 0.774436 -0.494625 -1.339404 -0.573545 0.571791 -0.135661 -4.995998 -1.174114 0.428209 2.707916 -0.494625 1.043552 -23.961283 -0.174006 1.056880 -0.921457 0.015091 -22.961283 1.402406 0.000000 None 74.812500 0.236530 1.643617 1.799645 2.888298 0.051629 1.094930 0.015091 0.015212 None None -0.330109 -0.330109 0.060782 -0.105976 1.075212 1.177282 1.177282 -0.000042 0.060782 None -7.817478 -0.330109 842
APF.L 126.000000 180374000.000000 22727124000.000000 20156000.000000 44518000.000000 22751486000.000000 0.065620 6.562006 1541.302918 -9.386926 101.140388 6.248788 4.070275 4.070275 0.000000 0.000000 0.000000 498.379175 -498.379175 0.924173 0.418661 0.705929 0.499205 0.292839 0.035126 0.043811 0.029977 0.707161 1.686158 0.418661 0.248761 0.331135 0.171537 None None None 1.331135 None 0.732374 None 0.125654 0.070363 0.076843 0.053561 0.185847 0.413844 0.697024 None None -0.437251 -0.437251 72.066446 72.066446 769.426866 1541.302918 2667.364131 1859.217451 1859.217451 -9.386926 769.426866 0.065620 1638.762433 72.066446 843
APG 17.910000 169000000.000000 3026790000.000000 515000000.000000 1415000000.000000 3926790000.000000 None None -31.191111 -0.338394 None 2.090909 1.715749 0.953905 39.797508 5.586735 15.399819 14.136132 27.038927 0.209822 -0.019241 -0.025838 -0.019791 0.191532 -0.025605 -0.087912 -0.030550 0.765957 1.342857 -0.019241 0.575391 1.355109 0.009950 0.019704 15.110088 5.814417 2.355109 9.171429 25.820359 65.333333 15.458924 1.293741 1.189312 1.052767 4.232955 0.038358 0.885190 5.814417 11.628833 -8.710012 None 1.880871 1.880871 0.617306 -31.191111 18.180660 16.093331 16.093331 -0.338394 0.617306 None -225.183304 1.880871 844
APH.L 86.599998 521686254.000000 45178028553.027489 28898000.000000 138328000.000000 45287458553.027489 0.005589 0.558916 2138.817081 -31.491785 11.954181 2.558769 0.957331 0.957331 0.000000 172.252385 172.252385 84.746941 -42.273750 0.630097 0.269010 0.220961 0.177838 0.195163 0.045881 0.085993 0.073779 0.804837 0.821389 0.269010 0.447860 0.811135 0.329913 None 10.953939 None 1.811135 None 4.306940 2.118984 8.245698 0.257992 0.062151 0.054754 0.055500 0.246504 0.880991 None None -8.402726 -8.402728 177.727251 177.727251 380.362493 2138.817081 1751.467234 1543.026884 1543.026884 -31.491785 380.362493 0.005589 1292.032427 177.727251 846
APH 62.439999 298000000.000000 18607119702.000000 1702000000.000000 3866500000.000000 20771619702.000000 0.008135 0.813542 30.774092 7.234732 0.250360 2.428157 1.684917 0.913537 77.365262 90.933351 110.009717 62.208382 37.578802 0.310709 0.197257 0.183608 0.141639 0.221943 0.098291 0.250360 0.169834 0.771423 0.930804 0.197257 0.579571 1.393847 0.429440 0.459184 15.619461 0.329696 2.404962 4.717880 5.867376 4.013929 8.468686 0.693951 2.554219 2.062322 3.945196 0.167731 0.807418 0.329696 2.904065 -7.353054 -7.353054 7.274542 7.274542 4.358819 30.774092 32.185267 25.986966 25.986966 7.234732 4.358819 0.008135 19.917259 7.274542 847
