# ticker stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue dividendYielTTM dividendYielPercentageTTM peRatioTTM pegRatioTTM payoutRatioTTM currentRatioTTM quickRatioTTM cashRatioTTM daysOfSalesOutstandingTTM daysOfInventoryOutstandingTTM operatingCycleTTM daysOfPayablesOutstandingTTM cashConversionCycleTTM grossProfitMarginTTM operatingProfitMarginTTM pretaxProfitMarginTTM netProfitMarginTTM effectiveTaxRateTTM returnOnAssetsTTM returnOnEquityTTM returnOnCapitalEmployedTTM netIncomePerEBTTTM ebtPerEbitTTM ebitPerRevenueTTM debtRatioTTM debtEquityRatioTTM longTermDebtToCapitalizationTTM totalDebtToCapitalizationTTM interestCoverageTTM cashFlowToDebtRatioTTM companyEquityMultiplierTTM receivablesTurnoverTTM payablesTurnoverTTM inventoryTurnoverTTM fixedAssetTurnoverTTM assetTurnoverTTM operatingCashFlowPerShareTTM freeCashFlowPerShareTTM cashPerShareTTM operatingCashFlowSalesRatioTTM freeCashFlowOperatingCashFlowRatioTTM cashFlowCoverageRatiosTTM shortTermCoverageRatiosTTM capitalExpenditureCoverageRatioTTM dividendPaidAndCapexCoverageRatioTTM priceBookValueRatioTTM priceToBookRatioTTM priceToSalesRatioTTM priceEarningsRatioTTM priceToFreeCashFlowsRatioTTM priceToOperatingCashFlowsRatioTTM priceCashFlowRatioTTM priceEarningsToGrowthRatioTTM priceSalesRatioTTM dividendYieldTTM enterpriseValueMultipleTTM priceFairValueTTM tag_id
ABDP.L 1855.000000 20201000.000000 37472855000.000000 31183000.000000 0.000000 37441672000.000000 0.002740 0.273973 9718.846661 -204.718188 26.626977 3.856877 2.186554 2.186554 0.000000 129.644029 129.644029 211.894537 -179.927516 0.583965 0.087964 0.081851 0.073999 0.095929 0.037504 0.045028 0.051151 0.904071 0.930512 0.087964 0.154499 0.182731 None None 9.109428 None 1.182731 None 1.722555 2.815402 2.252353 0.506818 0.242513 -0.161527 1.687243 0.079640 -0.666054 None 10.101031 -0.600221 -0.600221 431.102698 431.102698 719.188965 9718.846661 -13558.133619 9030.453154 9030.453154 -204.718188 719.188965 0.002740 4000.596471 431.102698 271
ABEA.DE 1501.599976 680816000.000000 1022313289260.416016 26465000000.000000 124161000000.000000 1120009289260.416016 None None 24.528628 1.272358 None 3.104196 2.950300 0.480082 52.888088 3.607225 16.648124 19.502576 34.274965 0.543156 0.252611 0.313237 0.261147 0.166293 0.157028 0.235394 0.182902 0.833707 1.239997 0.252611 0.296801 0.422072 0.056937 None 261.494737 None 1.422072 6.901365 18.715476 101.185811 1.962816 0.601299 108.377648 75.375063 200.683283 0.370964 0.695485 None None -3.283914 None 5.477360 5.477360 6.405588 24.528628 24.827840 17.267398 17.267398 1.272358 6.405588 None 19.787531 5.477360 273
ABEO 1.910000 92663574.000000 176987426.340000 12596000.000000 1758000.000000 166149426.340000 None None -1.536272 -0.038663 None 2.329464 2.264925 0.300198 0.000000 None None None None 0.700000 -4.850400 -8.423400 -8.423400 0.000000 -0.557111 -0.715222 -0.444017 1.000000 1.736640 -4.850400 0.321744 0.474369 0.013734 0.016854 -11.787120 -19.919795 1.474369 None 0.000000 None 0.544840 0.066138 -0.373446 -0.387693 1.013450 -3.501900 1.038151 -19.919795 -106.118182 26.211826 None 1.261873 1.261873 12.940634 -1.536272 -3.559520 -3.695318 -3.695318 -0.038663 12.940634 None -2.699766 1.261873 275
ABEV 15.763500 15727500000.000000 247920446250.000000 17090300000.000000 4792300000.000000 235622446250.000000 0.005187 0.518675 18.641861 -2.809881 0.096691 1.162456 0.806118 0.542212 34.847046 118.208271 126.800693 253.723250 -189.728959 0.550751 0.278472 0.263524 0.236821 0.077660 0.118320 0.213942 0.182813 0.898671 0.946320 0.278472 0.373169 0.606837 0.028747 0.057737 27.957525 4.150500 1.626172 10.474345 1.438575 3.087770 2.498704 0.499616 1.325999 1.025690 1.228787 0.313023 0.773522 4.150500 8.028548 -3.554370 -3.554370 3.586843 3.586843 4.414785 18.641861 18.233094 14.103703 14.103703 -2.809881 4.414785 0.005187 11.859042 3.586843 277
ABF.L 1873.000000 789090910.000000 1477967274430.000000 1996000000.000000 383000000.000000 1476354274430.000000 None None 3958.681319 -63.840826 None 1.972067 0.426443 0.414153 0.000000 90.979630 90.979630 65.260648 -42.827315 0.225084 0.063931 0.049221 0.032647 0.322157 0.028130 0.048664 0.066049 0.663265 0.769921 0.063931 0.404204 0.683319 0.023175 0.043965 4.367647 3.984091 1.690531 None 5.592957 4.011887 1.701917 0.861638 2.218987 1.431646 1.449367 0.125780 0.645180 3.984091 8.230047 -2.818328 None 188.252508 188.252508 129.238717 3958.681319 1592.572944 1027.495722 1027.495722 -63.840826 129.238717 None 996.418373 188.252508 278
ABG 142.610001 19169811.000000 2733806765.879811 1400000.000000 1839100000.000000 4571506765.879811 None None 12.359185 0.325031 None 1.256413 0.318871 0.026509 14.500868 44.003321 47.578877 25.992606 -0.641604 0.172817 0.061173 0.056159 0.042462 0.243886 0.091478 0.382325 0.186336 0.756114 0.918026 0.061173 0.721408 2.589479 0.537041 0.626245 7.014859 0.439900 3.589479 25.170907 14.042455 8.294828 6.118608 2.154314 38.113990 35.310881 1.440415 0.095317 0.926455 0.439900 1.429738 -13.597043 None 4.058221 4.058221 0.524802 12.359185 5.942927 5.505852 5.505852 0.325031 0.524802 None 10.671861 4.058221 279
ABIO 4.200000 4710237.000000 19782995.400000 49071000.000000 3659000.000000 -25629004.600000 None None -2.004841 -0.040000 None 14.280652 14.024293 14.024293 None None None None None None None None None 0.000923 -0.193103 -0.342927 -0.208097 0.999077 0.998054 None 0.077495 0.084005 None None -1085.111111 None 1.084005 None 0.000000 None 0.000000 0.000000 -1.278060 -1.281204 8.118538 None 1.002460 None -2.581022 406.450595 None 0.419663 0.419663 None -2.004841 -2.521066 -2.527267 -2.527267 -0.040000 None None 2.745540 0.419663 282
ABM 38.500000 66900000.000000 2575650000.000000 394200000.000000 719700000.000000 2901150000.000000 0.014032 1.403181 76.585075 -0.767661 1.074627 1.448811 1.310768 0.371684 59.461574 0.000000 14.661758 17485.078079 -17425.616505 0.252264 0.057439 0.020231 0.007994 0.604044 0.012400 0.031710 0.121907 0.395114 0.352226 0.057439 0.585109 1.410273 0.267755 0.305633 7.855478 0.777617 2.410273 6.138418 0.020875 None 22.266034 1.551240 7.992560 7.500000 5.629464 0.091544 0.938373 0.777617 4.594525 -16.226586 -16.226586 2.288963 2.288963 0.612200 76.585075 7.126667 6.687470 6.687470 -0.767661 0.612200 0.014032 9.052261 2.288963 284
ABMD 191.250000 45179000.000000 8640483750.000000 192341000.000000 0.000000 8448142750.000000 None None 60.554508 -2.729684 None 5.761553 4.812641 1.503472 41.751616 193.905295 204.200214 55.489539 34.074341 0.809091 0.276535 0.312496 0.246597 0.210881 0.140340 0.173897 0.171865 0.789119 1.130042 0.276535 0.116906 0.132383 None None None None 1.132383 8.742177 6.577816 1.882362 4.283949 0.569109 6.077211 5.240504 10.761974 0.337906 0.862321 None None -7.263247 None 9.623265 9.623265 14.932535 60.554508 51.246984 44.191326 44.191326 -2.729684 14.932535 None 48.203042 9.623265 285
ABN.AS 8.610000 940000000.000000 8093399999.999999 62149000000.000000 0.000000 -54055600000.000000 None None -223.761778 2.189463 None None None None 132.900051 None None None None 0.000000 0.000000 0.045212 -0.005715 1.126404 -0.000114 -0.002139 None -0.126404 None 0.000000 0.946944 17.848166 None None 0.000000 None 18.848166 2.746425 None None 6.274104 0.019903 25.424468 24.957447 66.115957 3.035179 0.981631 None None -54.439636 None 0.479718 0.479718 1.278801 -223.761778 0.429211 0.421326 0.421326 2.189463 1.278801 None None 0.479718 287
ABNB 183.630005 284363000.000000 52217579111.815002 5480557000.000000 1842317000.000000 48579339111.815002 None None -11.515953 0.022045 None 1.734780 1.667890 1.066302 404.964795 0.000000 99.854333 57.935633 347.029162 0.743973 -1.736332 -2.204709 -2.156287 0.021963 -0.404078 -7.020826 -0.637876 0.978037 1.269751 -1.736332 0.723416 2.615535 0.384869 0.388339 -50.718841 -0.182099 3.615535 0.901313 6.300095 None 3.005004 0.187396 -0.970294 -1.068791 18.484930 -0.170638 1.101513 -0.182099 -12.539114 9.850951 None 16.824348 16.824348 24.831697 -11.515953 -132.111831 -145.522904 -145.522904 0.022045 24.831697 None -13.513635 16.824348 288
ABQQ 0.017600 7186259.000000 126478.158400 2455061.000000 487170.000000 -1841412.841600 None None -4.055324 0.043759 None 2.374271 0.551098 0.448643 81.057250 0.000000 19.986719 77.641080 3.416170 -0.033578 -5.900676 -7.066297 -7.066297 0.000000 -0.286485 -0.394680 -0.262276 1.000000 1.197540 -5.900676 0.089799 0.098659 0.002108 0.016222 -3.993869 -23.016663 1.098659 4.502990 4.701120 None 11.950709 0.040542 -0.020963 -0.036000 0.002392 -8.520788 1.717336 -23.016663 -26.398309 None None 1.276411 1.276411 28.656126 -4.055324 -1.958315 -3.363084 -3.363084 0.043759 28.656126 None -5.661074 1.276411 290
ABR 14.260000 113766446.000000 1622309519.960000 339528000.000000 3592146000.000000 4874927519.960000 0.090600 9.060023 11.752787 0.282360 1.064805 None None None 0.000000 None None None None 0.382161 0.000009 0.544877 0.393771 0.170756 0.021025 0.132217 None 0.722678 59493.963783 0.000009 0.794525 4.226666 None None 0.000023 None 5.319742 None None None None 0.053393 6.851669 6.851669 2.287388 1.795518 1.000000 None None 3389.086957 3389.063380 1.314495 1.314495 4.627901 11.752787 2.577474 2.577474 2.577474 0.282360 4.627901 0.090600 117.320068 1.314495 291
ABT 123.589996 1771230274.000000 218906342478.738892 6838000000.000000 18747000000.000000 230815342478.738892 0.013693 1.369284 46.619411 2.187252 0.638352 1.750682 0.671802 0.646285 0.000000 131.057455 131.057455 98.919549 -66.604013 0.566488 0.154791 0.143551 0.129883 0.100040 0.057570 0.140129 0.081640 0.904791 0.927385 0.154791 0.000000 0.000000 0.022029 0.027668 9.811355 10.285864 2.326411 None 3.689867 2.785038 1.850992 0.443243 5.545863 4.295884 4.726658 0.283836 0.774611 10.285864 49.361809 -3.054415 -3.054415 6.243795 6.243795 6.055081 46.619411 27.540315 21.333020 21.333020 2.187252 6.055081 0.013693 23.313594 6.243795 292
ABTX 35.180000 20418834.000000 718334580.120000 422766000.000000 348837000.000000 644405580.120000 0.013177 1.317716 13.923970 -1.002314 0.183478 1.308834 1.308834 1.308834 0.000000 None None None None 0.768017 0.000432 0.325288 0.265708 0.183159 0.009334 0.079814 0.000015 0.816841 752.379189 0.000432 0.881739 7.455854 None None 0.005003 None 8.455854 None None None None 0.035129 3.525152 3.247058 6.959551 0.318254 0.921112 None 0.662951 -12.676128 -12.676130 1.098997 1.098997 3.699713 13.923970 12.620654 11.625031 11.625031 -1.002314 3.699713 0.013177 204.641867 1.098997 293
ABUS 3.780000 79487444.000000 300462538.320000 52251000.000000 2983000.000000 251194538.320000 None None -3.694229 -0.056488 None 20.520096 19.905274 11.866278 61.269241 0.000000 15.107484 3.495886 57.773355 -4.198779 -7.940287 -8.793126 -8.793126 0.000000 -0.453125 -0.699420 -0.428802 1.000000 1.107407 -7.940287 0.219441 0.281133 None None -15.990914 None 1.281133 5.957312 104.408451 None 0.846837 0.051532 -0.576544 -0.580054 1.412339 -7.148222 1.006089 None None 205.606870 None 2.144549 2.144549 32.483820 -3.694229 -4.516820 -4.544322 -4.544322 -0.056488 32.483820 None -2.855415 2.144549 294
AC 32.840000 22369000.000000 734597960.000000 39509000.000000 0.000000 695088960.000000 0.005469 0.546880 7.353369 -0.142139 0.040214 21.221834 21.221834 21.221834 0.000000 0.000000 0.000000 0.000000 0.000000 0.093789 -0.633100 7.956891 5.711681 0.249180 0.094682 0.119450 -0.010614 0.717828 -12.568139 -0.633100 0.051611 0.054419 None None -55.370599 None 1.054419 None None None None 0.016577 -2.792252 -2.792252 12.513420 -3.214771 1.000000 None None -5.631361 -5.631360 0.734122 0.734122 42.000099 7.353369 -13.064724 -13.064724 -13.064724 -0.142139 42.000099 0.005469 -41.115710 0.734122 295
AC.PA 27.830000 271823856.000000 7564857912.480000 2474000000.000000 3229000000.000000 8319857912.480000 None None 9.706174 -0.018367 None 1.257338 0.844369 0.844369 0.000000 73.349282 73.349282 1142.153110 -1124.066986 0.973472 0.136193 0.124960 0.230056 0.270696 0.085933 0.165692 0.070444 1.841036 0.917521 0.136193 0.605727 1.561095 0.365286 0.441060 6.990228 0.186900 2.577224 None 0.319572 4.976190 6.374191 0.373530 2.220188 -0.798311 9.101482 0.153202 -0.359569 0.186900 0.690503 -0.735527 None 2.149614 2.149614 2.232968 9.706174 -40.535576 14.575344 14.575344 -0.018367 2.232968 None 11.605371 2.149614 296
ACA 55.790001 48000000.000000 2677920048.000000 95800000.000000 254500000.000000 2836620048.000000 0.003181 0.318066 33.203960 -6.783994 0.105611 2.235106 1.188341 0.262332 55.896546 69.315019 83.097729 42.096954 30.890967 0.193029 0.072412 0.061712 0.048151 0.219742 0.034096 0.048260 0.058076 0.780258 0.852231 0.072412 0.283083 0.394862 0.115712 0.207390 14.542553 0.437512 1.394862 6.529920 8.670461 5.265814 2.085506 0.708102 4.558333 2.872917 1.706250 0.115902 0.630256 0.437512 0.875200 -2.704574 -2.704574 1.579156 1.579156 1.598813 33.203960 21.887165 13.794516 13.794516 -6.783994 1.598813 0.003181 20.824612 1.579156 297
ACA.PA 9.380000 2885319047.000000 27064292660.860001 561873000000.000000 0.000000 -534808707339.140015 None None 8.629872 -0.188635 None None None None 1395.214665 None None None None 0.000000 0.000000 0.283414 0.251497 -0.015148 0.002254 0.070747 None 0.887383 None 0.000000 0.963586 29.790591 None None None None 30.916393 0.261608 0.000000 None 3.278755 0.008961 3.940290 3.634283 179.169644 0.641750 0.922339 None None -12.876452 None 0.601311 0.601311 2.170387 8.629872 3.666748 3.381985 3.381985 -0.188635 2.170387 None None 0.601311 298
ACAD 48.049999 157331000.000000 7559754392.669000 326028000.000000 32000.000000 7233758392.669000 None None -13.397380 1.128200 None 6.162252 3.308650 2.783932 45.712518 185.687537 196.959117 159.358842 -67.860355 0.955770 -0.575773 -0.566027 -0.567407 -0.002437 -0.344304 -0.411652 -0.408552 1.002437 0.983073 -0.575773 0.229837 0.298427 None None None None 1.298427 7.984684 2.290428 1.965668 6.288645 0.606803 -0.920643 -0.968946 1.902913 -0.321475 1.052467 None None 19.059775 None 5.989346 5.989346 7.601763 -13.397380 -22.467715 -23.646518 -23.646518 1.128200 7.601763 None -12.185217 5.989346 300
ACAN 0.460000 23504820.000000 10812217.200000 183009.000000 150250.000000 10779458.200000 None None -28.648119 -0.334560 None 0.673993 0.412003 0.412003 0.000000 None None None None 0.617775 -0.520382 -0.868354 -0.868354 0.000000 -0.066963 -0.174939 -0.042620 1.000000 1.668684 -0.520382 0.658166 1.925395 None None -0.753279 None 2.925395 None 0.000000 None 0.156861 0.077115 0.225892 0.241868 0.015063 4.682880 1.070721 None 11.895140 14.140045 None 5.611996 5.611996 24.876710 -28.648119 4.961392 5.312267 5.312267 -0.334560 24.876710 None -61.333825 5.611996 302
ACB 13.280400 96753429.000000 1284924238.491600 162179000.000000 447550000.000000 1570295238.491600 None None -0.602263 0.000688 None 4.956044 3.104810 2.565430 98.687778 205.712075 230.046047 21.113620 128.297683 -0.258520 -1.269738 -8.757801 -8.516377 0.030081 -0.851939 -0.925581 -0.134119 0.972433 6.897329 -1.269738 0.223663 0.288101 0.160077 0.183372 -5.186430 -0.569567 1.288101 3.698533 17.287419 1.774325 0.397533 0.100035 -1.672648 -2.550891 2.313383 -0.992547 1.525061 -0.569567 -3.765817 1.904539 None 0.660913 0.660913 5.129102 -0.602263 -3.388463 -5.167615 -5.167615 0.000688 5.129102 None -6.037168 0.660913 303
ACBI 17.889999 21264150.000000 380415622.235850 653402000.000000 147614000.000000 -125372377.764150 None None 17.580979 -0.348364 None None None None 0.000000 None None None None 0.502764 0.000569 0.412820 0.340278 0.175724 0.009049 0.099699 None 0.824276 725.916683 0.000569 0.908824 9.967855 0.178361 None 0.011486 None 10.967855 None None None None 0.026594 4.732629 4.621609 1.527855 1.025074 0.976542 None None -42.628823 None 1.744935 1.744935 5.982414 17.580979 5.976273 5.836080 5.836080 -0.348364 5.982414 None 12.016927 1.744935 304
ACC 41.160000 137588964.000000 5663161758.240000 54017000.000000 3593003000.000000 9202147758.240000 0.040240 4.023973 -800.169150 61.214685 -32.198587 0.079050 0.079050 0.059354 0.008013 0.000000 0.001976 0.068205 -0.060192 0.498517 0.115711 -0.018066 -0.012932 -0.086371 -1.068803 -0.003383 10.533792 0.715797 -0.156133 0.115711 0.583240 1.429728 None None 0.848400 None 2.451352 45551.438352 5351.490589 None None 82.648870 1.891876 1.543171 0.000299 0.419018 0.815683 None 410.435611 -1.355201 -1.355201 2096.452262 2096.452262 10.347666 -800.169150 30.275328 24.695068 24.695068 61.214685 10.347666 0.040240 23.512290 2096.452262 305
ACCD 44.470001 33029147.000000 1468806200.119147 433884000.000000 0.000000 1034922200.119147 None None -17.550952 -0.214765 None 5.741144 5.602226 5.486993 11.815521 0.000000 2.913416 16.887357 -5.071837 0.432557 -0.256926 -0.283993 -0.284207 -0.000338 -0.168240 -0.454065 -0.182427 1.000751 1.105352 -0.256926 0.178045 0.216611 None None -19.718084 None 1.216611 30.891572 21.613802 None 30.506557 0.591962 -2.549718 -1.617753 13.136397 -0.299182 0.634483 None None 17.378250 None 3.592366 3.592366 4.988095 -17.550952 -26.277189 -16.672434 -16.672434 -0.214765 4.988095 None -17.952596 3.592366 307
ACCEL.AS 29.200001 26804632.000000 782695281.204632 173376000.000000 223617000.000000 832936281.204632 None None 162.316211 0.073559 None 2.202157 0.646653 0.646653 0.000000 135.322607 135.322607 65.371414 -32.004196 0.304721 0.053685 0.042704 0.006479 -0.048142 0.008153 0.020623 0.097179 0.151709 0.795448 0.053685 0.572575 1.339594 0.329496 0.372963 5.896281 -0.162339 2.339594 None 5.583480 2.697258 11.748814 1.258385 -1.358280 -1.857611 6.487101 -0.032798 1.367620 -0.162339 -0.933975 2.720200 None 3.095951 3.095951 1.051575 162.316211 -23.444095 -32.062613 -32.062613 0.073559 1.051575 None 15.643547 3.095951 308
ACCO 8.090000 94000000.000000 760460000.000000 36600000.000000 1131100000.000000 1854960000.000000 0.033679 3.367876 27.312946 -0.653969 0.919866 1.563352 0.767642 0.150561 66.809586 108.093431 124.567028 57.770891 35.691870 0.294779 0.068447 0.024500 0.019981 0.184466 0.011194 0.046533 0.045987 0.815534 0.357950 0.068447 0.763867 3.234904 0.619885 0.629463 2.652074 0.084711 4.234904 5.463288 6.318061 3.376708 5.367380 0.560216 1.072555 0.944269 0.789695 0.060657 0.880392 0.084711 2.116183 -8.360656 -8.360656 1.294745 1.294745 0.545739 27.312946 10.219543 8.997206 8.997206 -0.653969 0.545739 0.033679 10.749554 1.294745 309
ACEL 9.630000 83045000.000000 799723350.000000 134451000.000000 662032000.000000 1327304350.000000 None None -85.819940 1.103399 None 3.338839 3.070268 3.070268 0.000000 0.000000 0.000000 18.462736 -18.462736 0.339144 -0.078008 -0.094518 -0.041043 0.565767 -0.022014 -0.107680 -0.046252 0.434233 1.211646 -0.078008 0.681795 3.059482 None None -1.800394 None 4.487393 None 19.769551 None 2.201874 0.536375 0.268527 0.003503 2.085861 0.070270 0.013045 None 0.061736 -1.013218 None 8.477914 8.477914 3.522298 -85.819940 3842.365862 50.125331 50.125331 1.103399 3.522298 None -350.954732 8.477914 311
ACER 3.650000 11121039.000000 40591792.350000 5761568.000000 156642.000000 34986866.350000 None None -1.323220 -0.045301 None 1.048081 0.937519 0.937519 None None None None None None None None None 0.000000 -1.566028 -2.078834 -2.692778 1.000000 1.003623 None 0.437217 0.776884 None None -2163.250640 None 1.776884 None 0.000000 None 0.000000 0.000000 -1.478812 -1.479759 0.500386 None 1.000640 None -641.768996 1561.861585 None 3.682060 3.682060 None -1.323220 -1.777317 -1.778455 -1.778455 -0.045301 None None -1.082775 3.682060 312
ACET 12.300000 32283000.000000 397080900.000000 84330000.000000 0.000000 312750900.000000 None None -1.550202 0.051077 None 4.463544 4.330486 3.751501 296.671131 None None None None 0.901190 -13.513690 -13.455655 -13.420536 0.002610 -0.293126 -0.832350 -0.345671 0.997390 0.995705 -13.513690 0.286073 0.400703 None None -454.060000 None 1.400703 1.230319 0.000000 None 0.129950 0.021842 -10.918839 -11.411843 18.163957 -16.927083 1.045152 None None 32.278661 None 0.636485 0.636485 20.804543 -1.550202 -1.175971 -1.229068 -1.229068 0.051077 20.804543 None 0.325168 0.636485 313
ACGL 31.410000 402850485.000000 12653533733.850000 18932000.000000 0.000000 12634601733.850000 None None 9.153840 -1.095755 None 17.296691 143.389949 4.576421 343.509537 None None None None 0.000935 0.000839 0.227893 0.193048 0.042711 0.039810 0.138984 0.000174 0.847097 271.550603 0.000839 0.683892 2.308326 0.179310 0.187240 -0.055570 0.050509 3.375281 1.062561 0.000000 None None 0.206216 0.380210 0.370180 52.231049 0.016718 0.973620 0.050509 0.978823 -37.908209 None 1.229985 1.229985 1.767129 9.153840 108.568853 105.704860 105.704860 -1.095755 1.767129 None -431.045774 1.229985 315
ACH 49.125000 17022672951.000000 836238808717.875000 187564000.000000 30569654000.000000 866620898717.875000 None None 15186.744021 8.911761 None 0.737757 0.379139 0.153785 28.197378 46.158458 53.111236 23.182812 16.396103 0.069145 0.033737 0.007093 0.000618 0.236423 0.000535 0.002061 0.043023 0.087133 0.210248 0.033737 0.634833 2.277294 0.485454 0.615512 2.238076 0.078932 3.587235 12.944466 15.744423 7.907543 1.507951 0.865470 0.403309 0.058266 0.629350 0.040700 0.144470 0.078932 0.192212 -0.984016 None 29.140811 29.140811 9.386197 15186.744021 1596.295001 230.617092 230.617092 8.911761 9.386197 None -838.861314 29.140811 316
ACHC 50.680000 87875000.000000 4453505000.000000 378697000.000000 3122426000.000000 7197234000.000000 None None -8.179494 0.011407 None 1.285285 1.107005 0.435339 77.081708 0.000000 19.006449 495.597771 -418.516063 1.371504 0.188657 0.110121 -0.539809 0.241884 -0.155867 -0.301403 0.059913 -4.901973 0.583710 0.188657 0.479845 0.922503 0.005033 0.012831 2.138372 22.512661 1.922503 4.735235 0.736484 None 0.789928 0.288744 7.834330 6.163714 2.034235 0.527148 0.786757 22.512661 36.855210 -29.837830 None 2.451018 2.451018 4.415367 -8.179494 10.646178 8.375955 8.375955 0.011407 4.415367 None 18.732870 2.451018 317
ACHV 12.200000 1744010.000000 21276922.000000 35853000.000000 57000.000000 -14519078.000000 None None -2.146369 -0.021465 None 8.659744 8.431579 8.431579 None None None None None None None None None 0.000000 -0.227140 -0.284272 -0.253392 1.000000 1.000916 None 0.106173 0.118785 None None -2546.333333 None 1.118785 None 0.000000 None 0.000000 0.000000 -13.354855 -13.353708 16.993595 None 0.999914 None None 1552.733333 None 0.545438 0.545438 None -2.146369 -0.704673 -0.704613 -0.704613 -0.021465 None None 1.732041 0.545438 320
ACI 19.750000 500300000.000000 9880925000.000000 1717000000.000000 7700900000.000000 15864825000.000000 0.015633 1.563314 8.955333 0.156879 0.140000 1.022804 0.331943 0.251310 2.353251 25.967890 26.548144 21.053594 -12.297301 0.292448 0.025383 0.017838 0.013271 0.255347 0.042635 0.795580 0.109730 0.743997 0.702753 0.025383 0.950211 19.084573 0.851107 0.853266 17.719771 0.941734 20.084573 155.104556 17.336707 14.055820 5.538335 3.212539 13.704082 8.727324 3.244520 0.084874 0.636841 0.941734 55.402597 -2.753617 -2.753617 7.668465 7.668465 0.118850 8.955333 2.198841 1.400313 1.400313 0.156879 0.118850 0.015633 2.959375 7.668465 322
ACIU 5.621200 71103340.000000 399686094.808000 160893000.000000 0.000000 238793094.808000 None None -5.912179 0.025024 None 19.819236 19.519910 13.581303 116.428999 0.000000 28.708520 8.702797 107.726202 -4.303438 -21.287892 -21.215546 -21.215546 0.000000 -0.311310 -0.312971 -0.328399 1.000000 0.996602 -21.287892 0.090117 0.099043 None None 3096.000000 None 1.099043 3.134958 41.940541 None 0.474940 0.014674 -0.717522 -0.745822 3.006493 -15.417638 1.039440 None None 22.579685 None 2.022813 2.022813 125.430107 -5.912179 -7.826805 -8.135494 -8.135494 0.025024 125.430107 None -3.881388 2.022813 324
ACIW 38.389999 116397000.000000 4468480713.603001 165374000.000000 1155007000.000000 5458113713.603001 None None 64.115752 8.184552 None 1.275296 0.561230 0.182612 96.692195 0.000000 23.841911 24.172508 72.519687 0.519085 0.111830 0.076199 0.056137 0.263277 0.021453 0.064760 0.058334 0.736723 0.681382 0.111830 0.643746 1.806988 0.481555 0.489077 2.555960 0.291169 2.806988 3.774865 15.099799 None 12.213235 0.382155 2.875998 2.477201 1.414251 0.259829 0.861336 0.291169 9.814738 -7.211674 None 3.860983 3.860983 3.599298 64.115752 16.082669 13.852581 13.852581 8.184552 3.599298 None 18.308386 3.860983 325
