# tag pbvalue
INDO 3.312000
INDT 2.494000
INFI 5.536000
INFN 4.951000
INFO 5.158000
INFU 8.979000
INFY 7.880000
ING.PA 0.860700
ING 0.860700
INGN 3.927000
INGR 2.390000
INIS 223.160000
INKA 1.309000
INLB 2.303000
INMB 3.047000
INMD 11.180000
INNV 8.678000
INO 2.722000
INOD 5.603000
INOV 6.640000
INPX 1.003000
INRD 4.155000
INS.L 7.019000
INS 7.019000
INSM 13.770000
INSP 23.520000
INSW 0.580400
INTC 2.924000
INTT 3.120000
INTU 11.860000
INTU.L 11.860000
INTZ 20.280000
INUV 2.402000
INVA 1.489000
INVE 10.580000
INVH 2.370000
INZY 2.673000
IONI 0.702100
IONS 7.612000
IOSP 2.619000
IOVA 4.422000
IP 3.221000
IPA 6.139000
IPAR 4.496000
IPDN 19.830000
IPG 4.563000
IPGP 4.174000
IPHA 1.585000
IPI 0.919800
IPOD 30187.500000
IPOE 3.235000
IPOF 72881.250000
IPSEY 3.398000
IPW 38.660000
IPWR 2.546000
IQ 8.430000
IQST 32.860000
IQV 7.649000
IR 2.327000
IRBT 3.330000
IRCP.L 0.299500
IRCP 0.299500
IRDM 3.705000
IRIX 4.770000
IRM 12.940000
IRMD 5.499000
IROQ 0.853100
IRS 0.252200
IRTC 7.111000
IRWD 17.260000
ISBA 0.837700
ISBC 1.322000
ISDR 3.391000
ISEE 3.801000
ISENF 5.754000
ISIG 1.678000
ISMAY 1.883000
ISNS 2.165000
ISR.DE 1.662000
ISR 1.662000
ISRG 9.722000
ISSC 4.783000
ISSDY 3.617000
ISTR 0.938000
ISUN 2.406000
ISUZY 1.033000
IT 22.510000
ITAC 1.292000
ITCB 0.479700
ITCI 5.252000
ITGR 2.334000
ITHX 1.330000
ITI 3.937000
ITIC 1.584000
ITJTY 1.848000
ITMR 3.849000
ITOCY 1.499000
ITOS 2.346000
ITP 0.232700
ITRI 3.634000
ITRM 6.991000
ITRN 4.136000
ITT 3.817000
ITTOY 3.344000
ITUB 2.125000
ITW 22.280000
IVA 4.054000
IVAC 1.475000
IVAN 71938.330000
IVC 0.973100
IVFH 5.735000
IVR 0.917400
IVZ 0.913200
IX 0.772800
IZEA 2.799000
J 3.047000
JAGX 7.148000
JAMF 5.061000
JAN 2.318000
JAN.L 2.318000
JANL 1.228000
JAPAY 1.495000
JAPSY 1.014000
JAX 1.582000
JAZZ 2.809000
JBAXY 1.963000
JBHT 6.690000
JBL 4.013000
JBLU 1.752000
JBSAY 2.060000
JBSS 4.579000
JBT 6.879000
JCI 2.682000
JCIC 1.300000
JCOM 4.450000
JCS 1.329000
JCTCF 1.750000
JCYGY 0.945900
JD 3.964000
JD..L 3.964000
JDVB 0.828700
JEF 0.815500
JELD 2.867000
JETKY 1.283000
JFBC 1.044000
JFU 0.437000
JG 7.890000
JGCCY 0.618900
JHG 1.451000
JHX 13.820000
JIH 2.185000
JJSF 4.106000
JKHY 8.771000
JKS 1.105000
JLL 1.839000
JMHLY 1.599000
JMIA 5.111000
JMPLY 2.381000
JNCE 1.446000
JNJ 6.752000
JNPR 1.964000
JOAN 14.030000
JOB 2.364000
JOBS 2.548000
JOE 5.029000
JOUT 2.950000
JP 0.365000
JPM 1.997000
JPPHY 0.253500
JPSWY 1.372000
JPXGY 4.160000
JRJC 1.539000
JRONY 5.297000
JRSH 1.272000
JRSS 0.566700
JRVR 2.038000
JSAIY 0.937500
JSCPY 1.699000
JSDA 7.887000
JSGRY 1.493000
JTEKY 0.658800
JTTRY 2.860000
JUMSY 1.637000
JUPW 10.970000
JUSHF 11.220000
JUVF 1.138000
JVA 1.178000
JWEL 9.764000
JWN 32.740000
JWS 2.174000
JWSM 1.318000
JYAC 1.308000
JYNT 42.560000
K 7.122000
KAEPY 0.556200
KAHC 1.327000
KAI 3.854000
KAJMY 0.852300
KALA 3.209000
KALU 2.830000
KALV 11.170000
KAMN 1.928000
KANP 0.521200
KAOOY 3.603000
KAR 1.411000
KARO 18.790000
KB 0.516100
KBAL 2.111000
KBCSY 1.318000
KBH 1.687000
KBNT 2.334000
KBPH 2.944000
KBR 3.505000
KC 7.114000
KCAC 1.362000
KCLI 0.528700
KDDIY 1.696000
KDMN 47.670000
KDNY 2.522000
KDP 2.164000
KE 1.298000
KEGX 0.817800
KELYA 0.846800
KELYB 0.837100
KEN 1.800000
KEP 0.234600
KEQU 0.848000
KERN 2.088000
KEX 1.272000
KEY 1.434000
KEYS.L 7.315000
KEYS 7.315000
KFFB 1.095000
KFRC 7.792000
KFY 2.763000
KGC 1.501000
KGFHY 1.194000
KGSPY 6.263000
KHC 1.056000
KHNGY 13.170000
KIDS 4.864000
KIGRY 3.064000
KIKOY 4.368000
KIM 1.597000
KIN 2.577000
KIN 2.577000
KINS 0.961100
KIRK 4.133000
KIROY 4.589000
KKOYY 5.044000
KKR 2.477000
KL 2.289000
KLAC 15.580000
KLAQ 1.299000
KLDI 3.136000
KLDO 4.123000
KLIC 3.698000
KLR.L 32.730000
KLR 32.730000
KLXE 3.265000
KMB 86.120000
KMDA 1.452000
KMI 1.285000
KMPR 1.107000
KMT 2.489000
KMTUY 1.595000
KMX 4.326000
KN.PA 1.439000
KN 1.439000
KNBWY 2.183000
KNCRY 2.022000
KNDI 1.049000
KNL 3.024000
KNRRY 8.224000
KNSA 3.415000
KNSL 6.424000
KNTE 2.752000
KNX 1.336000
KNYJY 15.410000
KO 11.710000
KOD 5.258000
KOD.L 5.258000
KODK 5.624000
KOF 1.919000
KOP 1.936000
KOPN 15.840000
KOS 3.694000
KOSS 10.750000
KOTMY 2.083000
KPLUY 0.848000
KR 2.865000
KRA 1.773000
KRBP 7.141000
KRC 1.483000
KRKNF 6.818000
KRKR 1.667000
KRMD 5.028000
KRNT 9.022000
KRNTY 2.012000
KRNY 0.994100
KRO 2.356000
KRON 3.202000
KROS 4.923000
KRT 11.500000
KRTX 5.752000
KRUS 9.638000
KRYAY 4.220000
KRYS 3.385000
KSHB 1.209000
KSMT 1.295000
KSPN 39.940000
KSRYY 4.254000
KSS 1.748000
KSU 6.337000
KT 0.547800
KTB 28.150000
KTCC 0.604500
KTHN 0.930000
KTOS 3.347000
KTYB 1.807000
KUBTY 1.957000
KUKAY 2.277000
KUKE 1.840000
KURA 2.613000
KURI 1.330000
KURRY 0.747300
KVHI 2.030000
KVSA 1.366000
KW 2.112000
KWPCY 1.451000
KWR 3.262000
KYMR 7.472000
KYOCY 0.958300
KYSEY 0.663800
KZR 2.007000
L 0.886600
LABP 4.203000
LAC 3.186000
LACQ 16.080000
LAD 3.877000
LADR 0.972600
LAKE 1.676000
LAMR 8.943000
LANC 6.162000
LAND 1.646000
LAND.L 1.646000
LARK 0.958500
LASR 4.176000
LATN 0.927600
LAUR 1.492000
LAWS 4.339000
LAZ 6.414000
LAZR 12.610000
LAZY 2.559000
LBAI 1.256000
LBC 1.009000
LBPH 1.228000
LBRDA 2.401000
LBRDB 2.372000
LBRDK 2.466000
LBRT 2.241000
LBRT.L 2.241000
LBTI 123.630000
LBTYA 1.100000
LBTYB 1.141000
LBTYK 1.101000
LC 2.020000
LCAA 1.364000
LCAP 1.356000
LCI 1.651000
LCII 3.926000
LCNB 0.974700
LCTC 1.650000
LCTX 3.307000
LCUT 1.431000
LCY 1.532000
LDI 8.254000
LDL 2.514000
LDOS 3.704000
LDSCY 0.792100
LE 2.210000
LEA 2.526000
LEAF 4.124000
LEAP 2.191000
LEAT 4.916000
LECO 9.577000
LEDS 24.380000
LEG.DE 5.052000
LEG 5.052000
LEGH 1.706000
LEGN 25.260000
LEGO 1.271000
LEJU 0.926500
LEN 1.641000
LEVI 7.763000
LEVL 1.105000
LEXX 2.715000
LFC 0.877200
LFGP 1.292000
LFUS 3.853000
LFVN 3.145000
LGAC 1.318000
LGFRY 2.149000
LGHL 7.564000
LGIH 3.650000
LGL 1.488000
LGND 2.623000
LGO 3.803000
LGRDY 4.544000
LGVN 4.736000
LH 2.688000
LHAA 56.470000
LHCG 4.071000
LHDX 0.836900
LHX 2.204000
LI 4.708000
LIFE 1.412000
LILA 1.195000
LILAK 1.205000
LIN 3.386000
LIN.DE 3.386000
LINC 2.169000
LIND 214.190000
LINK 8.118000
LINX 4.472000
LIQT 7.527000
LITB 6.866000
LITE 2.847000
LITOF 10.890000
LIVE 1.328000
LIVK 1.395000
LIVN 3.828000
LIVX 23.980000
LIXT 9.191000
LIZI 12.280000
LKCO 9.647000
LKFN 2.381000
